gloss,video_id,split,signer_id,bbox,frame_start,frame_end,path,exists,hand_rate,source
help,27217,train,11,"[61, 12, 213, 192]",1,-1,D:\Compressed\archive_3/videos/27217.mp4,True,1.0,
no,69411,val,118,"[274, 43, 875, 720]",1,-1,D:\Compressed\archive_3/videos/69411.mp4,True,0.65625,
no,38525,test,36,"[223, 12, 525, 414]",1,-1,D:\Compressed\archive_3/videos/38525.mp4,True,0.5,
no,38544,train,41,"[258, 38, 509, 400]",1,-1,D:\Compressed\archive_3/videos/38544.mp4,True,0.3125,
no,38527,train,3,"[777, 24, 1651, 1080]",1,-1,D:\Compressed\archive_3/videos/38527.mp4,True,0.6875,
no,38529,train,13,"[88, 0, 502, 480]",1,-1,D:\Compressed\archive_3/videos/38529.mp4,True,0.71875,
no,38530,train,15,"[138, 36, 517, 480]",1,-1,D:\Compressed\archive_3/videos/38530.mp4,True,0.78125,
no,38532,train,10,"[74, 22, 205, 192]",1,-1,D:\Compressed\archive_3/videos/38532.mp4,True,1.0,
no,38533,val,10,"[83, 17, 215, 192]",1,-1,D:\Compressed\archive_3/videos/38533.mp4,True,1.0,
no,66183,train,102,"[143, 0, 480, 370]",1,-1,D:\Compressed\archive_3/videos/66183.mp4,True,0.375,
no,38524,train,56,"[54, 0, 261, 240]",1,-1,D:\Compressed\archive_3/videos/38524.mp4,True,0.3125,
no,38534,train,11,"[77, 17, 218, 192]",1,-1,D:\Compressed\archive_3/videos/38534.mp4,True,1.0,
yes,69546,val,118,"[214, 41, 881, 720]",1,-1,D:\Compressed\archive_3/videos/69546.mp4,True,0.625,
yes,64287,val,13,"[120, 4, 526, 480]",1,-1,D:\Compressed\archive_3/videos/64287.mp4,True,0.6875,
yes,64284,train,3,"[724, 29, 1675, 1080]",1,-1,D:\Compressed\archive_3/videos/64284.mp4,True,0.65625,
yes,64291,train,10,"[81, 25, 212, 192]",1,-1,D:\Compressed\archive_3/videos/64291.mp4,True,1.0,
yes,64292,train,10,"[79, 23, 212, 192]",1,-1,D:\Compressed\archive_3/videos/64292.mp4,True,1.0,
yes,64293,test,10,"[70, 20, 212, 192]",1,-1,D:\Compressed\archive_3/videos/64293.mp4,True,1.0,
yes,66820,train,88,"[168, 14, 461, 370]",1,-1,D:\Compressed\archive_3/videos/66820.mp4,True,0.59375,
yes,64280,train,28,"[20, 13, 258, 240]",1,-1,D:\Compressed\archive_3/videos/64280.mp4,True,0.4375,
yes,64300,train,41,"[235, 44, 478, 400]",1,-1,D:\Compressed\archive_3/videos/64300.mp4,True,0.5,
yes,64281,train,36,"[222, 13, 524, 414]",1,-1,D:\Compressed\archive_3/videos/64281.mp4,True,0.3125,
yes,64288,train,15,"[143, 25, 514, 480]",1,-1,D:\Compressed\archive_3/videos/64288.mp4,True,0.6875,
finish,21942,val,36,"[232, 15, 533, 414]",1,-1,D:\Compressed\archive_3/videos/21942.mp4,True,0.5,
finish,21943,train,32,"[757, 52, 1564, 1080]",1,-1,D:\Compressed\archive_3/videos/21943.mp4,True,0.46875,
finish,21944,test,45,"[734, 126, 1442, 1080]",1,-1,D:\Compressed\archive_3/videos/21944.mp4,True,0.84375,
finish,21945,train,21,"[62, 5, 564, 480]",1,-1,D:\Compressed\archive_3/videos/21945.mp4,True,0.46875,
finish,21949,val,10,"[94, 23, 208, 192]",1,-1,D:\Compressed\archive_3/videos/21949.mp4,True,1.0,
finish,21950,train,11,"[74, 13, 227, 192]",1,-1,D:\Compressed\archive_3/videos/21950.mp4,True,1.0,
finish,65721,train,94,"[136, 14, 521, 370]",1,-1,D:\Compressed\archive_3/videos/65721.mp4,True,0.625,
finish,21941,train,37,"[57, 0, 271, 240]",1,-1,D:\Compressed\archive_3/videos/21941.mp4,True,0.5,
finish,21951,train,11,"[96, 16, 231, 192]",1,-1,D:\Compressed\archive_3/videos/21951.mp4,True,1.0,
like,69389,test,118,"[344, 36, 876, 720]",1,-1,D:\Compressed\archive_3/videos/69389.mp4,True,0.5625,
like,33266,train,8,"[68, 3, 234, 240]",1,-1,D:\Compressed\archive_3/videos/33266.mp4,True,0.5,
like,33285,train,12,"[189, 57, 540, 400]",1,-1,D:\Compressed\archive_3/videos/33285.mp4,True,0.46875,
like,33267,train,38,"[408, 49, 805, 720]",1,-1,D:\Compressed\archive_3/videos/33267.mp4,True,0.5625,
like,33286,test,12,"[184, 61, 541, 400]",1,-1,D:\Compressed\archive_3/videos/33286.mp4,True,0.5,
like,33268,val,60,"[237, 13, 584, 360]",1,-1,D:\Compressed\archive_3/videos/33268.mp4,True,0.59375,
like,33269,train,13,"[132, 0, 506, 477]",1,-1,D:\Compressed\archive_3/videos/33269.mp4,True,0.65625,
like,33270,val,13,"[114, 0, 523, 480]",1,-1,D:\Compressed\archive_3/videos/33270.mp4,True,0.6875,
like,33273,train,11,"[70, 11, 209, 192]",1,-1,D:\Compressed\archive_3/videos/33273.mp4,True,1.0,
like,33274,train,11,"[73, 14, 213, 192]",1,-1,D:\Compressed\archive_3/videos/33274.mp4,True,1.0,
what,69531,val,118,"[155, 34, 1067, 720]",1,-1,D:\Compressed\archive_3/videos/69531.mp4,True,0.53125,
what,62967,test,39,"[766, 98, 1727, 1080]",1,-1,D:\Compressed\archive_3/videos/62967.mp4,True,0.65625,
what,62968,train,32,"[333, 61, 1614, 1080]",1,-1,D:\Compressed\archive_3/videos/62968.mp4,True,0.625,
what,62970,train,13,"[78, 9, 560, 480]",1,-1,D:\Compressed\archive_3/videos/62970.mp4,True,0.625,
what,66769,train,88,"[173, 7, 480, 370]",1,-1,D:\Compressed\archive_3/videos/66769.mp4,True,0.5625,
what,62987,test,12,"[159, 58, 577, 400]",1,-1,D:\Compressed\archive_3/videos/62987.mp4,True,0.3125,
what,62964,train,42,"[50, 0, 280, 240]",1,-1,D:\Compressed\archive_3/videos/62964.mp4,True,0.3125,
what,62988,val,12,"[185, 61, 560, 400]",1,-1,D:\Compressed\archive_3/videos/62988.mp4,True,0.34375,
what,62975,test,10,"[52, 24, 246, 192]",1,-1,D:\Compressed\archive_3/videos/62975.mp4,True,1.0,
what,62965,val,36,"[179, 13, 606, 414]",1,-1,D:\Compressed\archive_3/videos/62965.mp4,True,0.4375,
what,62979,train,11,"[77, 2, 231, 192]",1,-1,D:\Compressed\archive_3/videos/62979.mp4,True,1.0,
what,62966,train,4,"[509, 75, 1631, 1080]",1,-1,D:\Compressed\archive_3/videos/62966.mp4,True,0.78125,
doctor,17015,train,36,"[229, 14, 528, 414]",1,-1,D:\Compressed\archive_3/videos/17015.mp4,True,0.40625,
doctor,17016,val,60,"[351, 18, 756, 480]",1,-1,D:\Compressed\archive_3/videos/17016.mp4,True,0.46875,
doctor,17017,train,21,"[93, 12, 562, 480]",1,-1,D:\Compressed\archive_3/videos/17017.mp4,True,0.53125,
doctor,17019,train,10,"[93, 20, 203, 192]",1,-1,D:\Compressed\archive_3/videos/17019.mp4,True,1.0,
doctor,17020,test,10,"[91, 21, 201, 192]",1,-1,D:\Compressed\archive_3/videos/17020.mp4,True,1.0,
doctor,65503,train,99,"[158, 18, 452, 370]",1,-1,D:\Compressed\archive_3/videos/65503.mp4,True,0.65625,
doctor,65504,train,99,"[146, 16, 458, 370]",1,-1,D:\Compressed\archive_3/videos/65504.mp4,True,0.625,
doctor,17013,train,8,"[57, 0, 231, 240]",1,-1,D:\Compressed\archive_3/videos/17013.mp4,True,0.65625,
doctor,17026,train,12,"[189, 63, 546, 400]",1,-1,D:\Compressed\archive_3/videos/17026.mp4,True,0.46875,
doctor,17014,train,36,"[233, 13, 524, 414]",1,-1,D:\Compressed\archive_3/videos/17014.mp4,True,0.53125,
give,69343,train,115,"[132, 45, 949, 720]",1,-1,D:\Compressed\archive_3/videos/69343.mp4,True,0.75,
give,24660,train,12,"[181, 63, 541, 400]",1,-1,D:\Compressed\archive_3/videos/24660.mp4,True,0.4375,
give,24638,train,45,"[677, 133, 1465, 1062]",1,-1,D:\Compressed\archive_3/videos/24638.mp4,True,0.65625,
give,24639,val,45,"[612, 134, 1464, 1066]",1,-1,D:\Compressed\archive_3/videos/24639.mp4,True,0.75,
give,24640,train,31,"[627, 96, 1364, 1080]",1,-1,D:\Compressed\archive_3/videos/24640.mp4,True,0.6875,
give,24641,val,21,"[79, 8, 572, 480]",1,-1,D:\Compressed\archive_3/videos/24641.mp4,True,0.75,
give,24636,test,35,"[31, 0, 272, 240]",1,-1,D:\Compressed\archive_3/videos/24636.mp4,True,0.375,
give,24648,train,11,"[49, 8, 245, 192]",1,-1,D:\Compressed\archive_3/videos/24648.mp4,True,1.0,
give,24649,test,10,"[89, 19, 219, 192]",1,-1,D:\Compressed\archive_3/videos/24649.mp4,True,1.0,
give,24651,train,11,"[74, 16, 221, 192]",1,-1,D:\Compressed\archive_3/videos/24651.mp4,True,1.0,
meet,35511,train,31,"[589, 67, 1810, 1080]",1,-1,D:\Compressed\archive_3/videos/35511.mp4,True,0.90625,
meet,35512,train,3,"[744, 20, 1666, 1080]",1,-1,D:\Compressed\archive_3/videos/35512.mp4,True,0.65625,
meet,35513,test,13,"[150, 0, 551, 480]",1,-1,D:\Compressed\archive_3/videos/35513.mp4,True,0.625,
meet,35516,train,11,"[55, 18, 218, 192]",1,-1,D:\Compressed\archive_3/videos/35516.mp4,True,1.0,
meet,35517,train,11,"[82, 7, 205, 192]",1,-1,D:\Compressed\archive_3/videos/35517.mp4,True,1.0,
meet,35518,train,11,"[52, 12, 222, 192]",1,-1,D:\Compressed\archive_3/videos/35518.mp4,True,1.0,
meet,66112,val,97,"[170, 28, 474, 370]",1,-1,D:\Compressed\archive_3/videos/66112.mp4,True,0.5,
meet,35509,train,56,"[48, 0, 273, 240]",1,-1,D:\Compressed\archive_3/videos/35509.mp4,True,0.34375,
meet,35523,train,12,"[184, 54, 560, 400]",1,-1,D:\Compressed\archive_3/videos/35523.mp4,True,0.4375,
want,69524,val,118,"[341, 40, 911, 720]",1,-1,D:\Compressed\archive_3/videos/69524.mp4,True,0.46875,
want,62246,train,36,"[239, 13, 528, 414]",1,-1,D:\Compressed\archive_3/videos/62246.mp4,True,0.46875,
want,62247,test,4,"[387, 30, 1043, 720]",1,-1,D:\Compressed\archive_3/videos/62247.mp4,True,0.65625,
want,62248,train,13,"[141, 0, 562, 480]",1,-1,D:\Compressed\archive_3/videos/62248.mp4,True,0.78125,
want,62250,train,11,"[77, 15, 234, 192]",1,-1,D:\Compressed\archive_3/videos/62250.mp4,True,1.0,
want,62251,train,11,"[83, 15, 225, 192]",1,-1,D:\Compressed\archive_3/videos/62251.mp4,True,1.0,
want,62244,val,56,"[51, 0, 272, 240]",1,-1,D:\Compressed\archive_3/videos/62244.mp4,True,0.3125,
want,62259,train,41,"[232, 39, 498, 400]",1,-1,D:\Compressed\archive_3/videos/62259.mp4,True,0.375,
want,62245,train,38,"[416, 57, 807, 720]",1,-1,D:\Compressed\archive_3/videos/62245.mp4,True,0.65625,
work,63806,train,41,"[234, 38, 498, 400]",1,-1,D:\Compressed\archive_3/videos/63806.mp4,True,0.46875,
work,63789,test,2,"[57, 6, 262, 240]",1,-1,D:\Compressed\archive_3/videos/63789.mp4,True,0.4375,
work,63790,train,36,"[217, 13, 531, 414]",1,-1,D:\Compressed\archive_3/videos/63790.mp4,True,0.4375,
work,63791,train,4,"[534, 52, 1589, 1080]",1,-1,D:\Compressed\archive_3/videos/63791.mp4,True,0.84375,
work,63792,train,3,"[501, 0, 1402, 1080]",1,-1,D:\Compressed\archive_3/videos/63792.mp4,True,0.96875,
work,63793,train,13,"[125, 8, 554, 480]",1,-1,D:\Compressed\archive_3/videos/63793.mp4,True,0.71875,
work,63795,val,11,"[75, 14, 206, 192]",1,-1,D:\Compressed\archive_3/videos/63795.mp4,True,1.0,
work,66804,train,88,"[157, 4, 463, 370]",1,-1,D:\Compressed\archive_3/videos/66804.mp4,True,0.53125,
work,63788,val,19,"[94, 4, 250, 180]",1,-1,D:\Compressed\archive_3/videos/63788.mp4,True,0.5625,
work,63799,train,11,"[50, 17, 211, 192]",1,-1,D:\Compressed\archive_3/videos/63799.mp4,True,1.0,
how,69370,test,115,"[378, 49, 894, 720]",1,-1,D:\Compressed\archive_3/videos/69370.mp4,True,0.8125,
how,28205,train,21,"[76, 13, 544, 480]",1,-1,D:\Compressed\archive_3/videos/28205.mp4,True,0.65625,
how,28210,train,11,"[74, 4, 218, 192]",1,-1,D:\Compressed\archive_3/videos/28210.mp4,True,1.0,
how,28201,test,8,"[51, 0, 255, 240]",1,-1,D:\Compressed\archive_3/videos/28201.mp4,True,0.59375,
how,28211,train,11,"[77, 5, 217, 192]",1,-1,D:\Compressed\archive_3/videos/28211.mp4,True,1.0,
how,28214,train,12,"[176, 54, 560, 400]",1,-1,D:\Compressed\archive_3/videos/28214.mp4,True,0.375,
how,28202,train,36,"[223, 16, 527, 414]",1,-1,D:\Compressed\archive_3/videos/28202.mp4,True,0.59375,
how,28203,val,36,"[195, 15, 548, 414]",1,-1,D:\Compressed\archive_3/videos/28203.mp4,True,0.53125,
how,28204,train,46,"[634, 35, 1554, 1080]",1,-1,D:\Compressed\archive_3/videos/28204.mp4,True,0.53125,
tell,57278,test,13,"[134, 0, 506, 480]",1,-1,D:\Compressed\archive_3/videos/57278.mp4,True,0.6875,
tell,57282,val,11,"[74, 9, 216, 192]",1,-1,D:\Compressed\archive_3/videos/57282.mp4,True,1.0,
tell,57283,train,11,"[62, 17, 218, 192]",1,-1,D:\Compressed\archive_3/videos/57283.mp4,True,1.0,
tell,57284,train,11,"[80, 14, 228, 192]",1,-1,D:\Compressed\archive_3/videos/57284.mp4,True,1.0,
tell,57285,val,11,"[69, 11, 209, 192]",1,-1,D:\Compressed\archive_3/videos/57285.mp4,True,1.0,
tell,57276,train,0,"[62, 6, 245, 240]",1,-1,D:\Compressed\archive_3/videos/57276.mp4,True,0.3125,
tell,57286,train,11,"[73, 13, 209, 192]",1,-1,D:\Compressed\archive_3/videos/57286.mp4,True,1.0,
tell,57287,train,11,"[76, 11, 211, 192]",1,-1,D:\Compressed\archive_3/videos/57287.mp4,True,1.0,
tell,57291,train,12,"[186, 52, 541, 400]",1,-1,D:\Compressed\archive_3/videos/57291.mp4,True,0.375,
tell,57277,train,6,"[794, 68, 1572, 1080]",1,-1,D:\Compressed\archive_3/videos/57277.mp4,True,0.65625,
wait,62113,test,12,"[202, 52, 558, 400]",1,-1,D:\Compressed\archive_3/videos/62113.mp4,True,0.46875,
wait,62098,train,38,"[420, 50, 823, 720]",1,-1,D:\Compressed\archive_3/videos/62098.mp4,True,0.75,
wait,62100,train,60,"[330, 19, 761, 480]",1,-1,D:\Compressed\archive_3/videos/62100.mp4,True,0.53125,
wait,62101,train,32,"[690, 68, 1621, 1080]",1,-1,D:\Compressed\archive_3/videos/62101.mp4,True,0.75,
wait,62102,val,6,"[553, 73, 1410, 1080]",1,-1,D:\Compressed\archive_3/videos/62102.mp4,True,0.78125,
wait,62103,train,13,"[149, 0, 551, 480]",1,-1,D:\Compressed\archive_3/videos/62103.mp4,True,0.6875,
wait,62106,train,11,"[83, 18, 210, 192]",1,-1,D:\Compressed\archive_3/videos/62106.mp4,True,1.0,
wait,66740,train,107,"[194, 30, 517, 370]",1,-1,D:\Compressed\archive_3/videos/66740.mp4,True,0.40625,
wait,62097,train,56,"[49, 0, 279, 240]",1,-1,D:\Compressed\archive_3/videos/62097.mp4,True,0.3125,
wait,62107,train,11,"[61, 9, 208, 192]",1,-1,D:\Compressed\archive_3/videos/62107.mp4,True,1.0,
sick,69470,test,118,"[250, 30, 912, 720]",1,-1,D:\Compressed\archive_3/videos/69470.mp4,True,0.5625,
sick,51517,val,12,"[170, 58, 552, 400]",1,-1,D:\Compressed\archive_3/videos/51517.mp4,True,0.46875,
sick,51502,train,38,"[375, 52, 829, 720]",1,-1,D:\Compressed\archive_3/videos/51502.mp4,True,0.5,
sick,51503,train,60,"[321, 24, 791, 480]",1,-1,D:\Compressed\archive_3/videos/51503.mp4,True,0.53125,
sick,51504,train,13,"[77, 0, 604, 480]",1,-1,D:\Compressed\archive_3/videos/51504.mp4,True,0.53125,
sick,51507,train,11,"[50, 0, 234, 192]",1,-1,D:\Compressed\archive_3/videos/51507.mp4,True,1.0,
sick,66475,train,103,"[155, 21, 499, 370]",1,-1,D:\Compressed\archive_3/videos/66475.mp4,True,0.5625,
sick,51501,train,63,"[40, 0, 283, 240]",1,-1,D:\Compressed\archive_3/videos/51501.mp4,True,0.4375,
take,69500,train,115,"[166, 43, 952, 720]",1,-1,D:\Compressed\archive_3/videos/69500.mp4,True,0.53125,
take,56698,train,11,"[84, 3, 224, 192]",1,-1,D:\Compressed\archive_3/videos/56698.mp4,True,1.0,
take,56699,train,11,"[75, 7, 218, 192]",1,-1,D:\Compressed\archive_3/videos/56699.mp4,True,1.0,
take,56700,train,11,"[65, 14, 223, 192]",1,-1,D:\Compressed\archive_3/videos/56700.mp4,True,1.0,
take,56701,test,11,"[66, 17, 220, 192]",1,-1,D:\Compressed\archive_3/videos/56701.mp4,True,1.0,
take,56692,train,0,"[50, 14, 246, 240]",1,-1,D:\Compressed\archive_3/videos/56692.mp4,True,0.46875,
take,56702,val,11,"[67, 13, 219, 192]",1,-1,D:\Compressed\archive_3/videos/56702.mp4,True,1.0,
take,56704,train,12,"[177, 46, 579, 400]",1,-1,D:\Compressed\archive_3/videos/56704.mp4,True,0.40625,
take,56705,val,12,"[196, 52, 574, 400]",1,-1,D:\Compressed\archive_3/videos/56705.mp4,True,0.375,
take,56693,test,38,"[432, 53, 827, 720]",1,-1,D:\Compressed\archive_3/videos/56693.mp4,True,0.5,
take,56694,train,13,"[130, 0, 578, 480]",1,-1,D:\Compressed\archive_3/videos/56694.mp4,True,0.59375,
yesterday,64307,train,46,"[316, 26, 1253, 1080]",1,-1,D:\Compressed\archive_3/videos/64307.mp4,True,0.71875,
yesterday,64308,val,31,"[781, 118, 1632, 1079]",1,-1,D:\Compressed\archive_3/videos/64308.mp4,True,0.71875,
yesterday,64309,train,13,"[117, 5, 528, 480]",1,-1,D:\Compressed\archive_3/videos/64309.mp4,True,0.71875,
yesterday,64311,train,10,"[40, 14, 210, 192]",1,-1,D:\Compressed\archive_3/videos/64311.mp4,True,1.0,
yesterday,66821,train,88,"[134, 11, 461, 370]",1,-1,D:\Compressed\archive_3/videos/66821.mp4,True,0.46875,
yesterday,66822,train,88,"[139, 12, 462, 370]",1,-1,D:\Compressed\archive_3/videos/66822.mp4,True,0.53125,
yesterday,64315,train,41,"[231, 44, 482, 400]",1,-1,D:\Compressed\archive_3/videos/64315.mp4,True,0.5,
yesterday,64304,test,42,"[39, 0, 278, 240]",1,-1,D:\Compressed\archive_3/videos/64304.mp4,True,0.4375,
yesterday,64305,train,38,"[386, 42, 811, 720]",1,-1,D:\Compressed\archive_3/videos/64305.mp4,True,0.625,
yesterday,64306,train,38,"[387, 51, 800, 720]",1,-1,D:\Compressed\archive_3/videos/64306.mp4,True,0.625,
bad,69219,test,118,"[327, 41, 877, 720]",1,-1,D:\Compressed\archive_3/videos/69219.mp4,True,0.5625,
bad,04709,train,36,"[212, 16, 522, 414]",1,-1,D:\Compressed\archive_3/videos/04709.mp4,True,0.4375,
