gloss,video_id,split,signer_id,bbox,frame_start,frame_end,path,source,hand_rate
sad,c999_sad_006,test,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_sad_006.mp4,custom,0.65625
sad,c999_sad_004,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_sad_004.mp4,custom,0.96875
sad,c999_sad_009,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_sad_009.mp4,custom,0.9375
sad,c999_sad_010,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_sad_010.mp4,custom,0.71875
sad,c999_sad_003,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_sad_003.mp4,custom,0.71875
sad,c999_sad_008,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_sad_008.mp4,custom,0.875
sad,c999_sad_001,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_sad_001.mp4,custom,0.84375
sweet,c999_sweet_008,val,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_sweet_008.mp4,custom,1.0
sweet,c999_sweet_004,val,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_sweet_004.mp4,custom,0.9375
sweet,c999_sweet_001,test,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_sweet_001.mp4,custom,1.0
sweet,c999_sweet_006,test,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_sweet_006.mp4,custom,1.0
sweet,c999_sweet_009,train,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_sweet_009.mp4,custom,0.96875
sweet,c999_sweet_005,train,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_sweet_005.mp4,custom,0.875
sweet,c999_sweet_002,train,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_sweet_002.mp4,custom,1.0
sweet,c999_sweet_003,train,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_sweet_003.mp4,custom,0.9375
sweet,c999_sweet_010,train,999,"[0, 0, 640, 480]",1,61,D:\Compressed\archive_3\custom_videos\c999_sweet_010.mp4,custom,1.0
sweet,c999_sweet_007,train,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_sweet_007.mp4,custom,0.9375
yes,c999_yes_028,val,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_yes_028.mp4,custom,0.8125
yes,c999_yes_021,val,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_yes_021.mp4,custom,0.84375
yes,c999_yes_022,test,999,"[0, 0, 640, 480]",1,75,D:\Compressed\archive_3\custom_videos\c999_yes_022.mp4,custom,1.0
yes,c999_yes_009,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_yes_009.mp4,custom,0.8125
yes,c999_yes_006,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_yes_006.mp4,custom,0.9375
yes,c999_yes_020,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_yes_020.mp4,custom,0.96875
yes,c999_yes_015,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_yes_015.mp4,custom,0.46875
yes,c999_yes_016,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_yes_016.mp4,custom,0.46875
yes,c999_yes_008,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_yes_008.mp4,custom,0.5625
yes,c999_yes_005,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_yes_005.mp4,custom,0.1875
yes,c999_yes_004,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_yes_004.mp4,custom,0.96875
yes,c999_yes_027,train,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_yes_027.mp4,custom,0.71875
yes,c999_yes_003,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_yes_003.mp4,custom,0.84375
yes,c999_yes_017,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_yes_017.mp4,custom,0.9375
yes,c999_yes_024,train,999,"[0, 0, 640, 480]",1,75,D:\Compressed\archive_3\custom_videos\c999_yes_024.mp4,custom,0.6875
yes,c999_yes_030,train,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_yes_030.mp4,custom,0.71875
yes,c999_yes_001,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_yes_001.mp4,custom,0.8125
yes,c999_yes_012,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_yes_012.mp4,custom,0.9375
yes,c999_yes_014,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_yes_014.mp4,custom,0.28125
yes,c999_yes_007,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_yes_007.mp4,custom,0.625
yes,c999_yes_025,train,999,"[0, 0, 640, 480]",1,59,D:\Compressed\archive_3\custom_videos\c999_yes_025.mp4,custom,0.59375
yes,c999_yes_002,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_yes_002.mp4,custom,0.9375
yes,c999_yes_023,train,999,"[0, 0, 640, 480]",1,75,D:\Compressed\archive_3\custom_videos\c999_yes_023.mp4,custom,1.0
yes,c999_yes_013,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_yes_013.mp4,custom,0.8125
yes,c999_yes_018,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_yes_018.mp4,custom,0.90625
yes,c999_yes_019,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_yes_019.mp4,custom,0.84375
yes,c999_yes_026,train,999,"[0, 0, 640, 480]",1,75,D:\Compressed\archive_3\custom_videos\c999_yes_026.mp4,custom,0.71875
yes,c999_yes_029,train,999,"[0, 0, 640, 480]",1,38,D:\Compressed\archive_3\custom_videos\c999_yes_029.mp4,custom,0.75
yes,c999_yes_011,train,999,"[0, 0, 640, 480]",1,64,D:\Compressed\archive_3\custom_videos\c999_yes_011.mp4,custom,0.8125
yes,c999_yes_010,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_yes_010.mp4,custom,0.78125
help,c999_help_017,val,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_help_017.mp4,custom,0.53125
help,c999_help_013,val,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_help_013.mp4,custom,0.65625
help,c999_help_018,test,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_help_018.mp4,custom,0.9375
help,c999_help_008,test,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_help_008.mp4,custom,0.9375
help,c999_help_015,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_help_015.mp4,custom,0.75
help,c999_help_004,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_help_004.mp4,custom,0.90625
help,c999_help_001,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_help_001.mp4,custom,0.96875
help,c999_help_014,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_help_014.mp4,custom,0.28125
help,c999_help_019,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_help_019.mp4,custom,0.75
help,c999_help_016,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_help_016.mp4,custom,0.78125
help,c999_help_002,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_help_002.mp4,custom,0.9375
help,c999_help_010,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_help_010.mp4,custom,0.9375
help,c999_help_005,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_help_005.mp4,custom,1.0
help,c999_help_006,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_help_006.mp4,custom,1.0
help,c999_help_020,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_help_020.mp4,custom,0.84375
help,c999_help_011,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_help_011.mp4,custom,1.0
help,c999_help_009,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_help_009.mp4,custom,1.0
help,c999_help_003,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_help_003.mp4,custom,0.90625
help,c999_help_012,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_help_012.mp4,custom,0.3125
help,c999_help_007,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_help_007.mp4,custom,0.90625
you,c999_you_025,val,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_025.mp4,custom,0.4375
you,c999_you_035,val,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_035.mp4,custom,0.28125
you,c999_you_015,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_015.mp4,custom,0.34375
you,c999_you_030,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_030.mp4,custom,0.3125
you,c999_you_007,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_007.mp4,custom,0.25
you,c999_you_040,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_040.mp4,custom,0.375
you,c999_you_034,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_034.mp4,custom,0.40625
you,c999_you_032,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_032.mp4,custom,0.4375
you,c999_you_009,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_009.mp4,custom,0.09375
you,c999_you_031,train,999,"[0, 0, 640, 480]",1,69,D:\Compressed\archive_3\custom_videos\c999_you_031.mp4,custom,0.59375
you,c999_you_003,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_you_003.mp4,custom,0.46875
you,c999_you_002,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_you_002.mp4,custom,0.90625
you,c999_you_022,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_022.mp4,custom,0.25
you,c999_you_012,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_012.mp4,custom,0.53125
you,c999_you_010,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_010.mp4,custom,0.375
you,c999_you_019,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_019.mp4,custom,0.40625
you,c999_you_036,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_036.mp4,custom,0.4375
you,c999_you_018,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_018.mp4,custom,0.3125
you,c999_you_020,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_020.mp4,custom,0.3125
you,c999_you_001,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_001.mp4,custom,0.71875
you,c999_you_038,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_038.mp4,custom,0.34375
you,c999_you_039,train,999,"[0, 0, 640, 480]",1,56,D:\Compressed\archive_3\custom_videos\c999_you_039.mp4,custom,0.375
you,c999_you_011,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_011.mp4,custom,0.15625
you,c999_you_029,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_029.mp4,custom,1.0
you,c999_you_013,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_013.mp4,custom,0.40625
you,c999_you_021,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_021.mp4,custom,0.3125
you,c999_you_005,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_005.mp4,custom,0.25
you,c999_you_017,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_017.mp4,custom,1.0
you,c999_you_014,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_014.mp4,custom,0.3125
you,c999_you_004,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_004.mp4,custom,0.28125
you,c999_you_027,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_027.mp4,custom,0.3125
you,c999_you_016,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_016.mp4,custom,0.40625
you,c999_you_008,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_008.mp4,custom,0.40625
you,c999_you_037,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_037.mp4,custom,0.15625
you,c999_you_028,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_028.mp4,custom,0.25
you,c999_you_033,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_033.mp4,custom,0.375
you,c999_you_006,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_006.mp4,custom,0.34375
you,c999_you_024,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_you_024.mp4,custom,0.4375
you,c999_you_026,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_026.mp4,custom,0.25
you,c999_you_023,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_you_023.mp4,custom,0.28125
I,c999_I_013,val,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_013.mp4,custom,0.375
I,c999_I_010,val,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_010.mp4,custom,0.25
I,c999_I_001,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_001.mp4,custom,0.28125
I,c999_I_030,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_030.mp4,custom,0.28125
I,c999_I_026,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_026.mp4,custom,0.625
I,c999_I_012,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_012.mp4,custom,0.5
I,c999_I_029,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_029.mp4,custom,0.21875
I,c999_I_021,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_021.mp4,custom,0.34375
I,c999_I_007,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_007.mp4,custom,0.21875
I,c999_I_024,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_024.mp4,custom,0.46875
I,c999_I_025,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_025.mp4,custom,0.8125
I,c999_I_009,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_009.mp4,custom,0.25
I,c999_I_002,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_002.mp4,custom,0.34375
I,c999_I_028,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_028.mp4,custom,0.28125
I,c999_I_020,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_020.mp4,custom,0.34375
I,c999_I_017,train,999,"[0, 0, 640, 480]",1,48,D:\Compressed\archive_3\custom_videos\c999_I_017.mp4,custom,0.375
I,c999_I_004,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_004.mp4,custom,0.25
I,c999_I_016,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_016.mp4,custom,0.46875
I,c999_I_014,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_014.mp4,custom,0.375
I,c999_I_015,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_015.mp4,custom,0.40625
I,c999_I_018,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_018.mp4,custom,0.4375
I,c999_I_023,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_023.mp4,custom,0.46875
I,c999_I_011,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_011.mp4,custom,0.5625
I,c999_I_008,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_008.mp4,custom,0.21875
I,c999_I_006,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_006.mp4,custom,0.28125
I,c999_I_019,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_019.mp4,custom,0.4375
I,c999_I_005,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_005.mp4,custom,0.375
I,c999_I_027,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_027.mp4,custom,0.21875
I,c999_I_022,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_022.mp4,custom,0.3125
I,c999_I_003,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_003.mp4,custom,0.21875
who,c999_who_004,val,999,"[0, 0, 640, 480]",1,74,D:\Compressed\archive_3\custom_videos\c999_who_004.mp4,custom,1.0
who,c999_who_012,val,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_who_012.mp4,custom,0.5625
who,c999_who_010,test,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_who_010.mp4,custom,1.0
who,c999_who_019,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_who_019.mp4,custom,1.0
who,c999_who_011,train,999,"[0, 0, 640, 480]",1,67,D:\Compressed\archive_3\custom_videos\c999_who_011.mp4,custom,1.0
who,c999_who_017,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_who_017.mp4,custom,0.8125
who,c999_who_001,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_who_001.mp4,custom,1.0
who,c999_who_007,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_who_007.mp4,custom,1.0
who,c999_who_013,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_who_013.mp4,custom,1.0
who,c999_who_014,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_who_014.mp4,custom,1.0
who,c999_who_006,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_who_006.mp4,custom,1.0
who,c999_who_005,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_who_005.mp4,custom,0.9375
who,c999_who_020,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_who_020.mp4,custom,0.75
who,c999_who_015,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_who_015.mp4,custom,0.875
who,c999_who_003,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_who_003.mp4,custom,1.0
who,c999_who_016,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_who_016.mp4,custom,1.0
who,c999_who_002,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_who_002.mp4,custom,1.0
who,c999_who_009,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_who_009.mp4,custom,0.78125
who,c999_who_008,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_who_008.mp4,custom,1.0
who,c999_who_018,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_who_018.mp4,custom,0.875
how,c999_how_015,val,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_how_015.mp4,custom,0.96875
how,c999_how_005,val,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_how_005.mp4,custom,0.9375
how,c999_how_004,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_how_004.mp4,custom,0.5625
how,c999_how_020,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_how_020.mp4,custom,0.875
how,c999_how_002,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_how_002.mp4,custom,1.0
how,c999_how_007,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_how_007.mp4,custom,1.0
how,c999_how_001,train,999,"[0, 0, 640, 480]",1,47,D:\Compressed\archive_3\custom_videos\c999_how_001.mp4,custom,1.0
how,c999_how_011,train,999,"[0, 0, 640, 480]",1,48,D:\Compressed\archive_3\custom_videos\c999_how_011.mp4,custom,0.625
how,c999_how_017,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_how_017.mp4,custom,0.90625
how,c999_how_016,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_how_016.mp4,custom,0.625
how,c999_how_019,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_how_019.mp4,custom,0.875
how,c999_how_003,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_how_003.mp4,custom,1.0
how,c999_how_018,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_how_018.mp4,custom,0.96875
how,c999_how_010,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_how_010.mp4,custom,0.59375
how,c999_how_012,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_how_012.mp4,custom,0.46875
how,c999_how_009,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_how_009.mp4,custom,0.5625
how,c999_how_006,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_how_006.mp4,custom,0.46875
how,c999_how_013,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_how_013.mp4,custom,0.28125
how,c999_how_014,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_how_014.mp4,custom,0.46875
how,c999_how_008,train,999,"[0, 0, 640, 480]",1,70,D:\Compressed\archive_3\custom_videos\c999_how_008.mp4,custom,0.84375
